Path,Page type,H1,Title,Meta description,True main content word count,Generic repeated phrases found,Hero image exists,Hero old placeholder/background,Hero asset,Popular enquiry search section exists,Popular searches format,FAQ quality,RFQ checklist exists,Cards fully clickable,Finish/service options,Needs urgent manual/content repair
/brass-rods/,material,Brass Rods Suppliers in Chennai,Brass Rods in Chennai | Bharat Metals,"Brass rods suppliers in Chennai for commercial, fabrication, engineering and trading enquiries.",258,none,yes,no,asset ok,no,missing,page-specific,yes,not applicable,not applicable,no
/brass/,material,Brass Suppliers in Chennai,Brass Suppliers in Chennai | Bharat Metals,"Brass suppliers in Chennai for commercial brass pipes, bush pipes, rods, bars, flats enquiries through Bharat Metals.",376,none,yes,no,asset ok,no,missing,page-specific,yes,not applicable,not applicable,no
/contact-us/,core,Contact Bharat Metals,Contact Bharat Metals | Stainless Steel Dealers Chennai,"Contact Bharat Metals in Chennai for stainless steel pipes, sheets, plates, rods, bars, flanges and fittings.",205,none,yes,no,asset ok,no,missing,page-specific,no,not found,not applicable,no
/contacts-us/,core,Legacy Contact Bharat Metals,Legacy Contact Bharat Metals | Bharat Metals,Legacy contact URL for Bharat Metals stainless steel enquiries in Chennai.,224,none,yes,no,asset ok,no,missing,page-specific,no,not found,not applicable,no
/copper-bars/,material,Copper Bars Suppliers in Chennai,Copper Bars in Chennai | Bharat Metals,"Copper bars suppliers in Chennai for commercial, fabrication, engineering and trading enquiries.",258,none,yes,no,asset ok,no,missing,page-specific,yes,not applicable,not applicable,no
/copper-flats/,material,Copper Flats Suppliers in Chennai,Copper Flats in Chennai | Bharat Metals,"Copper flats suppliers in Chennai for commercial, fabrication, engineering and trading enquiries.",258,none,yes,no,asset ok,no,missing,page-specific,yes,not applicable,not applicable,no
/copper-plates/,material,Copper Plates Suppliers in Chennai,Copper Plates in Chennai | Bharat Metals,"Copper plates suppliers in Chennai for commercial, fabrication, engineering and trading enquiries.",258,none,yes,no,asset ok,no,missing,page-specific,yes,not applicable,not applicable,no
/copper-rods/,material,Copper Rods Suppliers in Chennai,Copper Rods in Chennai | Bharat Metals,"Copper rods suppliers in Chennai for commercial, fabrication, engineering and trading enquiries.",258,none,yes,no,asset ok,no,missing,page-specific,yes,not applicable,not applicable,no
/copper-tubes/,material,Copper Tubes Suppliers in Chennai,Copper Tubes in Chennai | Bharat Metals,"Copper tubes suppliers in Chennai for commercial, fabrication, engineering and trading enquiries.",258,none,yes,no,asset ok,no,missing,page-specific,yes,not applicable,not applicable,no
/copper/,material,Copper Suppliers in Chennai,Copper Suppliers in Chennai | Bharat Metals,"Copper suppliers in Chennai for commercial copper tubes, flats, rods, bars, plates enquiries through Bharat Metals.",371,none,yes,no,asset ok,no,missing,page-specific,yes,not applicable,not applicable,no
/,home,STAINLESS STEEL SUPPLIERS IN CHENNAI SINCE 1986,Stainless Steel Dealers in Chennai | Bharat Metals Since 1986,"Bharat Metals is a Chennai stainless steel stockist, supplier and wholesaler since 1986, serving SS pipes, sheets, plates, coils, rods and fittings across Tamil Nadu and nearby South India markets.",1488,none,yes,no,asset ok,yes,chips/cards,page-specific,no,likely full-card anchors,not applicable,no
/industries-we-serve/,core,Industries We Serve,Industries We Serve | Bharat Metals Stainless Steel Chennai,"Industries served by Bharat Metals for stainless steel supply in Chennai, Tamil Nadu and nearby South India.",681,none,yes,no,asset ok,no,missing,page-specific,no,likely full-card anchors,not applicable,no
/industries/automobile-auto-components/,industry,Stainless Steel for Automobile and Auto Components,Automobile and Auto Components Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Automobile and Auto Components: Rods, Bars, Sheets, Fasteners and grades such as SS 304, SS 316, SS 410.",711,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/boiler-heat-exchanger-fabricators/,industry,Stainless Steel for Boiler and Heat Exchanger Fabricators,Boiler and Heat Exchanger Fabricators Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Boiler and Heat Exchanger Fabricators: Tubes, Plates, Pipes, Flanges and grades such as SS 304, SS 316, SS 310.",779,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/builders-construction/,industry,Stainless Steel for Builders and Construction,Builders and Construction Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Builders and Construction: Angles, Channels, Sheets, Fasteners and grades such as SS 202, SS 304, SS 316.",735,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/chemical-petrochemical/,industry,Stainless Steel for Chemical and Petrochemical,Chemical and Petrochemical Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Chemical and Petrochemical: Pipes, Fittings, Flanges, Plates and grades such as SS 304, SS 316, SS 316L.",734,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/commercial-kitchen-equipment/,industry,Stainless Steel for Hotel and Commercial Kitchen Equipment,Hotel and Commercial Kitchen Equipment Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Hotel and Commercial Kitchen Equipment: Sheets, Tubes, Pipes, Plates and grades such as SS 304, SS 316.",774,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/dairy-beverage-processing/,industry,Stainless Steel for Dairy and Beverage Processing,Dairy and Beverage Processing Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Dairy and Beverage Processing: Pipes, Tubes, Sheets, Fittings and grades such as SS 304, SS 316, SS 316L.",756,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/electrical-control-panel-fabrication/,industry,Stainless Steel for Electrical and Control Panel Fabrication,Electrical and Control Panel Fabrication Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Electrical and Control Panel Fabrication: Sheets, Angles, Fasteners, Channels and grades such as SS 304, SS 430.",777,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/engineering-machine-shops/,industry,Stainless Steel for Engineering and Machine Shops,Engineering and Machine Shops Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Engineering and Machine Shops: Bars, Rods, Plates, Flats and grades such as SS 304, SS 316, SS 410.",758,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/fabrication-welding/,industry,Stainless Steel for Fabrication and Welding,Fabrication and Welding Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Fabrication and Welding: Pipes, Sheets, Rods, Angles and grades such as SS 202, SS 304, SS 316.",734,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/food-processing/,industry,Stainless Steel for Food Processing,Food Processing Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Food Processing: Sheets, Pipes, Fittings, Wire Mesh and grades such as SS 304, SS 316, SS 316L.",723,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/institutional-fabrication/,industry,Stainless Steel for Educational and Institutional Fabrication,Educational and Institutional Fabrication Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Educational and Institutional Fabrication: Sheets, Pipes, Tubes, Fasteners and grades such as SS 202, SS 304.",752,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/interior-architectural-contractors/,industry,Stainless Steel for Interior and Architectural Contractors,Interior and Architectural Contractors Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Interior and Architectural Contractors: Sheets, Tubes, Flats, Decorative Stainless Steel and grades such as SS 304, SS 430.",760,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/marine-ship-repair/,industry,Stainless Steel for Marine and Ship Repair,Marine and Ship Repair Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Marine and Ship Repair: Pipes, Plates, Fasteners, Fittings and grades such as SS 316, SS 316L.",753,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/oil-gas/,industry,Stainless Steel for Oil and Gas,Oil and Gas Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Oil and Gas: Pipes, Flanges, Fittings, Plates and grades such as SS 304, SS 316, SS 316L.",734,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/paper-mills/,industry,Stainless Steel for Paper Mills,Paper Mills Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Paper Mills: Sheets, Plates, Pipes, Fittings and grades such as SS 304, SS 316.",713,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/pharma-healthcare-equipment/,industry,Stainless Steel for Pharma and Healthcare Equipment,Pharma and Healthcare Equipment Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Pharma and Healthcare Equipment: Sheets, Tubes, Pipes, Fittings and grades such as SS 304, SS 316, SS 316L.",756,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/ports-shipping-coastal-infrastructure/,industry,"Stainless Steel for Ports, Shipping and Coastal Infrastructure","Ports, Shipping and Coastal Infrastructure Stainless Steel Suppliers | Bharat Metals","Stainless steel suppliers for Ports, Shipping and Coastal Infrastructure: Pipes, Plates, Fasteners, Flanges and grades such as SS 316, SS 316L.",776,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/public-works-infrastructure/,industry,Stainless Steel for Public Works and Infrastructure Contractors,Public Works and Infrastructure Contractors Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Public Works and Infrastructure Contractors: Angles, Channels, Plates, Fasteners and grades such as SS 304, SS 316.",777,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/pump-valve-equipment-manufacturers/,industry,"Stainless Steel for Pump, Valve and Equipment Manufacturers","Pump, Valve and Equipment Manufacturers Stainless Steel Suppliers | Bharat Metals","Stainless steel suppliers for Pump, Valve and Equipment Manufacturers: Bars, Rods, Flanges, Fittings and grades such as SS 304, SS 316, SS 410.",782,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/railing-contractors/,industry,Stainless Steel for Railing Contractors,Railing Contractors Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Railing Contractors: Polished Pipes, Tubes, Flats, Sheets and grades such as SS 202, SS 304, SS 316.",722,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/railways-metro-projects/,industry,Stainless Steel for Railways and Metro Projects,Railways and Metro Projects Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Railways and Metro Projects: Sheets, Pipes, Fasteners, Plates and grades such as SS 304, SS 316.",752,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/sugar-mills-agro-processing/,industry,Stainless Steel for Sugar Mills and Agro Processing,Sugar Mills and Agro Processing Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Sugar Mills and Agro Processing: Plates, Sheets, Pipes, Wire Mesh and grades such as SS 304, SS 316.",780,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/textile-dyeing-processing/,industry,Stainless Steel for Textile Dyeing and Processing Units,Textile Dyeing and Processing Units Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Textile Dyeing and Processing Units: Pipes, Sheets, Perforated Sheets, Fittings and grades such as SS 304, SS 316.",779,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/textile-machinery/,industry,Stainless Steel for Textile Machinery,Textile Machinery Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Textile Machinery: Rods, Bars, Sheets, Flats and grades such as SS 304, SS 316.",715,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/industries/water-treatment-utilities/,industry,Stainless Steel for Water Treatment and Utilities,Water Treatment and Utilities Stainless Steel Suppliers | Bharat Metals,"Stainless steel suppliers for Water Treatment and Utilities: Pipes, Fittings, Wire Mesh, Plates and grades such as SS 304, SS 316.",758,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/locations-we-serve/,core,Locations We Serve,Locations We Serve | Stainless Steel Suppliers Tamil Nadu,"Bharat Metals Chennai supports stainless steel enquiries across Tamil Nadu, nearby South India, Andaman and nearby export markets.",525,none,yes,no,asset ok,no,missing,page-specific,no,not found,not applicable,no
/mission-vision/,core,Mission and Vision,Mission and Vision | Bharat Metals Chennai,Mission and vision of Bharat Metals for practical stainless steel supply support in Chennai and Tamil Nadu.,244,none,yes,no,asset ok,no,missing,page-specific,no,not found,not applicable,no
/products/,core,Product Portfolio,Product Portfolio | Bharat Metals Chennai Stainless Steel Suppliers,"Browse Bharat Metals stainless steel product forms, grades, aluminium, brass, copper and popular stainless steel searches.",1940,none,yes,no,asset ok,no,missing,page-specific,no,likely full-card anchors,not applicable,no
/request-quote/,core,Request a Stainless Steel Quote,Request a Stainless Steel Quote | Bharat Metals Chennai,"Send product form, grade, size, finish, quantity and delivery location to Bharat Metals for a stainless steel quotation.",251,none,yes,no,asset ok,no,missing,page-specific,yes,not found,not applicable,no
/site-map/,core,Sitemap,Sitemap | Bharat Metals,"Human-readable sitemap for Bharat Metals pages including products, grades, cities, industries, blog and technical pages.",2820,none,yes,no,asset ok,no,missing,page-specific,no,not found,not applicable,no
/ss-202-angles/,grade+form,SS 202 Angles Suppliers in Chennai,SS 202 Angles Suppliers in Chennai | Bharat Metals,"SS 202 Angles suppliers in Chennai with grade, size, finish, quantity, certificate and transport details.",567,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,present,no
/ss-202-bars/,grade+form,SS 202 Bars Suppliers in Chennai,SS 202 Bars Suppliers in Chennai | Bharat Metals,"SS 202 Bars suppliers in Chennai with grade, size, finish, quantity, certificate and transport details.",623,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,product-appropriate,no
/ss-202-channels/,grade+form,SS 202 Channels Suppliers in Chennai,SS 202 Channels Suppliers in Chennai | Bharat Metals,"SS 202 Channels suppliers in Chennai with grade, size, finish, quantity, certificate and transport details.",569,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,present,no
/ss-202-circles/,grade+form,SS 202 Circles Suppliers in Chennai,SS 202 Circles Suppliers in Chennai | Bharat Metals,"SS 202 Circles suppliers in Chennai with grade, size, finish, quantity, certificate and transport details.",586,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,present,no
/ss-202-coils/,grade+form,SS 202 Coils Suppliers in Chennai,SS 202 Coils Suppliers in Chennai | Bharat Metals,"SS 202 Coils suppliers in Chennai with grade, size, finish, quantity, certificate and transport details.",595,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,present,no
/ss-202-fasteners/,grade+form,SS 202 Fasteners Suppliers in Chennai,SS 202 Fasteners Suppliers in Chennai | Bharat Metals,"SS 202 Fasteners suppliers in Chennai with grade, size, finish, quantity, certificate and transport details.",587,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,present,no
/ss-202-fittings/,grade+form,SS 202 Fittings Suppliers in Chennai,SS 202 Fittings Suppliers in Chennai | Bharat Metals,"SS 202 Fittings suppliers in Chennai with grade, size, finish, quantity, certificate and transport details.",594,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,present,no
/ss-202-flanges/,grade+form,SS 202 Flanges Suppliers in Chennai,SS 202 Flanges Suppliers in Chennai | Bharat Metals,"SS 202 Flanges suppliers in Chennai with grade, size, finish, quantity, certificate and transport details.",596,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,present,no
/ss-202-flats/,grade+form,SS 202 Flats Suppliers in Chennai,SS 202 Flats Suppliers in Chennai | Bharat Metals,"SS 202 Flats suppliers in Chennai with grade, size, finish, quantity, certificate and transport details.",571,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,present,no
/ss-202-perforated-sheets/,grade+form,SS 202 Perforated Sheets Suppliers in Chennai,SS 202 Perforated Sheets Suppliers in Chennai | Bharat Metals,"SS 202 Perforated Sheets suppliers in Chennai with grade, size, finish, quantity, certificate and transport details.",615,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,present,no
/ss-202-pipes/,grade+form,SS 202 Pipes Suppliers in Chennai,SS 202 Pipes Suppliers in Chennai | Bharat Metals,"SS 202 Pipes suppliers in Chennai with grade, size, finish, quantity, certificate and transport details.",606,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,present,no
/ss-202-plates/,grade+form,SS 202 Plates Suppliers in Chennai,SS 202 Plates Suppliers in Chennai | Bharat Metals,"SS 202 Plates suppliers in Chennai with grade, size, finish, quantity, certificate and transport details.",599,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,present,no
/ss-202-rods/,grade+form,SS 202 Rods Suppliers in Chennai,SS 202 Rods Suppliers in Chennai | Bharat Metals,"SS 202 Rods suppliers in Chennai with grade, size, finish, quantity, certificate and transport details.",611,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,product-appropriate,no
/ss-202-sheets/,grade+form,SS 202 Sheets Suppliers in Chennai,SS 202 Sheets Suppliers in Chennai | Bharat Metals,"SS 202 Sheets suppliers in Chennai with grade, size, finish, quantity, certificate and transport details.",601,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,present,no
/ss-202-suppliers-ambattur/,grade+city,SS 202 Suppliers in Ambattur,SS 202 Ambattur Suppliers | Bharat Metals,"SS 202 stainless steel suppliers for Ambattur from Chennai with product form, size, finish and quantity details.",439,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/ss-202-suppliers-chennai/,grade+city,SS 202 Suppliers in Chennai,SS 202 Chennai Suppliers | Bharat Metals,"SS 202 stainless steel suppliers for Chennai from Chennai with product form, size, finish and quantity details.",446,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/ss-202-suppliers-coimbatore/,grade+city,SS 202 Suppliers in Coimbatore,SS 202 Coimbatore Suppliers | Bharat Metals,"SS 202 stainless steel suppliers for Coimbatore from Chennai with product form, size, finish and quantity details.",443,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/ss-202-suppliers-hosur/,grade+city,SS 202 Suppliers in Hosur,SS 202 Hosur Suppliers | Bharat Metals,"SS 202 stainless steel suppliers for Hosur from Chennai with product form, size, finish and quantity details.",438,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
/ss-202-suppliers-madurai/,grade+city,SS 202 Suppliers in Madurai,SS 202 Madurai Suppliers | Bharat Metals,"SS 202 stainless steel suppliers for Madurai from Chennai with product form, size, finish and quantity details.",441,none,yes,no,asset ok,yes,chips/cards,page-specific,yes,not found,not applicable,no
